회사명,종목코드,KOS
현대홈쇼핑,057050,kospi
도화엔지니어링,002150,kospi
대성산업,128820,kospi
아이마켓코리아,122900,kospi
한미약품,128940,kospi
우진,105840,kospi
무학,033920,kospi
이연제약,102460,kospi
한국화장품,123690,kospi
에스제이엠,123700,kospi
HL홀딩스,060980,kospi
삼성생명,032830,kospi
신세계푸드,031440,kospi
한화생명,088350,kospi
조선선재,120030,kospi
코오롱인더,120110,kospi
KC코트렐,119650,kospi
지역난방공사,071320,kospi
락앤락,115390,kospi
영흥,012160,kospi
더메디팜,118000,kospi
한전기술,052690,kospi
GKL,114090,kospi
SK,034730,kospi
황금에스티,032560,kospi
하이트진로,000080,kospi
동양생명,082640,kospi
유니온머티리얼,047400,kospi
형지엘리트,093240,kospi
키움증권,039490,kospi
영원무역,111770,kospi
한미글로벌,053690,kospi
동아지질,028100,kospi
STX중공업,071970,kospi
LX하우시스,108670,kospi
한세실업,105630,kospi
컨버즈,109070,kospi
미원홀딩스,107590,kospi
NAVER,035420,kospi
부국철강,026940,kospi
KB금융,105560,kospi
한국철강,104700,kospi
일진전기,103590,kospi
풍산,103140,kospi
LG이노텍,011070,kospi
명문제약,017180,kospi
비상교육,100220,kospi
동성케미컬,102260,kospi
쌍방울,102280,kospi
LG유플러스,032640,kospi
인바이오젠,101140,kospi
아시아나항공,020560,kospi
SNT에너지,100840,kospi
진양홀딩스,100250,kospi
엔케이,085310,kospi
한전KPS,051600,kospi
이아이디,093230,kospi
기신정기,092440,kospi
KSS해운,044450,kospi
효성 ITX,094280,kospi
유나이티드,033270,kospi
디아이씨,092200,kospi
CJ제일제당,097950,kospi
팬오션,028670,kospi
HJ중공업,097230,kospi
JW홀딩스,096760,kospi
SK이노베이션,096770,kospi
삼성카드,029780,kospi
알루코,001780,kospi
웅진씽크빅,095720,kospi
맵스리얼티1,094800,kospi
메타랩스,090370,kospi
후성,093370,kospi
LF,093050,kospi
주연테크,044380,kospi
코스맥스비티아이,044820,kospi
인천도시가스,034590,kospi
삼정펄프,009770,kospi
KEC,092220,kospi
KPX홀딩스,092230,kospi
HDC현대EP,089470,kospi
세원이앤씨,091090,kospi
노루페인트,090350,kospi
아모레퍼시픽,090430,kospi
롯데관광개발,032350,kospi
평화산업,090080,kospi
우진플라임,049800,kospi
신세계I&C,035510,kospi
진도,088790,kospi
맥쿼리인프라,088980,kospi
롯데쇼핑,023530,kospi
현대글로비스,086280,kospi
티비에이치글로벌,084870,kospi
하나금융지주,086790,kospi
제일연마,001560,kospi
현대리바트,079430,kospi
대한제강,084010,kospi
새론오토모티브,075180,kospi
그린케미칼,083420,kospi
대상홀딩스,084690,kospi
코아스,071950,kospi
이월드,084680,kospi
동양고속,084670,kospi
한미반도체,042700,kospi
동일산업,004890,kospi
삼호개발,010960,kospi
금호타이어,073240,kospi
CJ CGV,079160,kospi
일진다이아,081000,kospi
유니드,014830,kospi
상신브레이크,041650,kospi
인팩,023810,kospi
GS,078930,kospi
유니퀘스트,077500,kospi
다스코,058730,kospi
LG디스플레이,034220,kospi
텔코웨어,078000,kospi
STX엔진,077970,kospi
NICE,034310,kospi
대교,019680,kospi
기업은행,024110,kospi
이엔플러스,074610,kospi
한솔홈데코,025750,kospi
이수페타시스,007660,kospi
강원랜드,035250,kospi
강원랜드,035250,kospi
YG PLUS,037270,kospi
농심홀딩스,072710,kospi
한국금융지주,071050,kospi
유엔젤,072130,kospi
SBS,034120,kospi
엔씨소프트,036570,kospi
하이스틸,071090,kospi
DSR제강,069730,kospi
태경케미컬,006890,kospi
한농화성,011500,kospi
현대백화점,069960,kospi
대호에이엘,069460,kospi
대웅제약,069620,kospi
마니커,027740,kospi
SNT홀딩스,036530,kospi
티케이지휴켐스,069260,kospi
세종공업,033530,kospi
포스코스틸리온,058430,kospi
삼성출판사,068290,kospi
세이브존I&C,067830,kospi
교보증권,030610,kospi
한샘,009240,kospi
신세계건설,034300,kospi
우신시스템,017370,kospi
LG전자,066570,kospi
한국콜마홀딩스,024720,kospi
SNT모티브,064960,kospi
광주신세계,037710,kospi
일진디스플,020760,kospi
KH 필룩스,033180,kospi
종근당바이오,063160,kospi
신한지주,055550,kospi
코웨이,021240,kospi
세아홀딩스,058650,kospi
LG생활건강,051900,kospi
LG화학,051910,kospi
대우건설,047040,kospi
포스코인터내셔널,047050,kospi
HD현대인프라코어,042670,kospi
한화오션,042660,kospi
진양화학,051630,kospi
동원F&B,049770,kospi
두산에너빌리티,034020,kospi
한국내화,010040,kospi
한세예스24홀딩스,016450,kospi
대성홀딩스,016710,kospi
대원제약,003220,kospi
한국가스공사,036460,kospi
미래아이앤지,007120,kospi
화천기공,000850,kospi
팜스코,036580,kospi
케이티앤지,033780,kospi
HD한국조선해양,009540,kospi
디씨엠,024090,kospi
AK홀딩스,006840,kospi
대한유화,006650,kospi
백산,035150,kospi
지투알,035000,kospi
체시스,033250,kospi
자화전자,033240,kospi
케이티,030200,kospi
하이트론씨스템즈,019490,kospi
제일기획,030000,kospi
스틱인베스트먼트,026890,kospi
케이씨,029460,kospi
대원화성,024890,kospi
E1,017940,kospi
SK가스,018670,kospi
다우기술,023590,kospi
영보화학,014440,kospi
SKC,011790,kospi
웰바이오텍,010600,kospi
한국주강,025890,kospi
덕양산업,024900,kospi
에쓰씨엔지니어링,023960,kospi
인지컨트롤스,023800,kospi
경동인베스트,012320,kospi
에스제이엠홀딩스,025530,kospi
콤텍시스템,031820,kospi
SK하이닉스,000660,kospi
MH에탄올,023150,kospi
국동,005320,kospi
동남합성,023450,kospi
삼성엔지니어링,028050,kospi
신도리코,029530,kospi
예스코홀딩스,015360,kospi
퍼시스,016800,kospi
WISCOM,024070,kospi
동원수산,030720,kospi
미래산업,025560,kospi
다올투자증권,030210,kospi
HDC,012630,kospi
광전자,017900,kospi
한국단자공업,025540,kospi
디아이,003160,kospi
신성이엔지,011930,kospi
티에이치엔,019180,kospi
한온시스템,018880,kospi
세원정공,021820,kospi
세하,027970,kospi
영풍제지,006740,kospi
유니온,000910,kospi
키다리스튜디오,020120,kospi
한섬,020000,kospi
현대엘리베이터,017800,kospi
환인제약,016580,kospi
계룡건설산업,013580,kospi
서원,021050,kospi
에스원,012750,kospi
태경산업,015890,kospi
신대양제지,016590,kospi
와이투솔루션,011690,kospi
남해화학,025860,kospi
동원금속,018500,kospi
성안,011300,kospi
HMM,011200,kospi
경인양행,012610,kospi
풀무원,017810,kospi
서울도시가스,017390,kospi
이구산업,025820,kospi
에넥스,011090,kospi
에이프로젠,007460,kospi
제이준코스메틱,025620,kospi
한국카본,017960,kospi
KPX케미칼,025000,kospi
에스엠벡셀,010580,kospi
태평양물산,007980,kospi
KC그린홀딩스,009440,kospi
문배철강,008420,kospi
웅진,016880,kospi
HL D&I,014790,kospi
오뚜기,007310,kospi
일정실업,008500,kospi
엘에스일렉트릭,010120,kospi
대양금속,009190,kospi
이화산업,000760,kospi
동원시스템즈,014820,kospi
삼성중공업,010140,kospi
모토닉,009680,kospi
화신,010690,kospi
삼화페인트공업,000390,kospi
경동나비엔,009450,kospi
DB,012030,kospi
SGC에너지,005090,kospi
대림비앤코,005750,kospi
대한해운,005880,kospi
휴니드테크놀러지스,005870,kospi
수산중공업,017550,kospi
롯데케미칼,011170,kospi
세아베스틸지주,001430,kospi
호텔신라,008770,kospi
태경비케이,014580,kospi
화승코퍼레이션,013520,kospi
신흥,004080,kospi
화승인더스트리,006060,kospi
극동유화,014530,kospi
고려산업,002140,kospi
대현,016090,kospi
케이비아이동국실업,001620,kospi
광명전기,017040,kospi
부산산업,011390,kospi
STX,011810,kospi
고려아연,010130,kospi
청호ICT,012600,kospi
팜젠사이언스,004720,kospi
무림페이퍼,009200,kospi
현대차증권,001500,kospi
금비,008870,kospi
대동전자,008110,kospi
원림,005820,kospi
서흥,008490,kospi
성문전자,014910,kospi
HLB글로벌,003580,kospi
HLB글로벌,003580,kospi
일진홀딩스,015860,kospi
대영포장,014160,kospi
영화금속,012280,kospi
신풍제약,019170,kospi
동성제약,002210,kospi
아센디오,012170,kospi
한올바이오파마,009420,kospi
유니켐,011330,kospi
대창,012800,kospi
국보,001140,kospi
일성건설,013360,kospi
까뮤이앤씨,013700,kospi
보락,002760,kospi
선도전기,007610,kospi
씨아이테크,004920,kospi
광동제약,009290,kospi
갤럭시아에스엠,011420,kospi
남성,004270,kospi
KISCO홀딩스,001940,kospi
태영건설,009410,kospi
한국특강,007280,kospi
한솔로지스틱스,009180,kospi
삼양통상,002170,kospi
SK텔레콤,017670,kospi
진양폴리우레탄,010640,kospi
미창석유공업,003650,kospi
삼익THK,004380,kospi
미원상사,002840,kospi
서연,007860,kospi
세우글로벌,013000,kospi
현대모비스,012330,kospi
쎌마테라퓨틱스,015540,kospi
KG케미칼,001390,kospi
대우부품,009320,kospi
현대해상,001450,kospi
현대지에프홀딩스,005440,kospi
한국전력공사,015760,kospi
국도화학,007690,kospi
녹십자,006280,kospi
SIMPAC,009160,kospi
윌비스,008600,kospi
대창단조,015230,kospi
사조산업,007160,kospi
한익스프레스,014130,kospi
사조동아원,008040,kospi
경인전자,009140,kospi
무림P&P,009580,kospi
인디에프,014990,kospi
한솔피엔에스,010420,kospi
디와이,013570,kospi
방림,003610,kospi
큐로,015590,kospi
한솔케미칼,014680,kospi
퍼스텍,010820,kospi
동원산업,006040,kospi
대덕,008060,kospi
한성기업,003680,kospi
이스타코,015020,kospi
태림포장,011280,kospi
아세아제지,002310,kospi
화천기계,010660,kospi
CJ씨푸드,011150,kospi
SHD,001770,kospi
조일알미늄,018470,kospi
에스엘,005850,kospi
영원무역홀딩스,009970,kospi
더존비즈온,012510,kospi
더존비즈온,012510,kospi
보령,003850,kospi
이건산업,008250,kospi
모나리자,012690,kospi
대구백화점,006370,kospi
우성,006980,kospi
유성기업,002920,kospi
한일철강,002220,kospi
삼익악기,002450,kospi
화성산업,002460,kospi
DN오토모티브,007340,kospi
보해양조,000890,kospi
상상인증권,001290,kospi
혜인,003010,kospi
금강공업,014280,kospi
플레이그램,009810,kospi
율촌화학,008730,kospi
신원,009270,kospi
동방,004140,kospi
한국쉘석유,002960,kospi
부광약품,003000,kospi
풍산홀딩스,005810,kospi
부국증권,001270,kospi
계양전기,012200,kospi
한솔테크닉스,004710,kospi
DB금융투자,016610,kospi
한미사이언스,008930,kospi
삼진제약,005500,kospi
POSCO홀딩스,005490,kospi
범양건영,002410,kospi
파미셀,005690,kospi
동국홀딩스,001230,kospi
대원전선,006340,kospi
이수화학,005950,kospi
삼성증권,016360,kospi
삼영무역,002810,kospi
한양증권,001750,kospi
금호석유화학,011780,kospi
유안타증권,003470,kospi
제일파마홀딩스,002620,kospi
에이엔피,015260,kospi
한창제지,009460,kospi
넥센,005720,kospi
삼성공조,006660,kospi
세방전지,004490,kospi
진원생명과학,011000,kospi
참엔지니어링,009310,kospi
한국무브넥스,010100,kospi
코스모신소재,005070,kospi
덕성,004830,kospi
신영증권,001720,kospi
유진증권,001200,kospi
유화증권,003460,kospi
한신기계공업,011700,kospi
코스모화학,005420,kospi
가온전선,000500,kospi
S-Oil,010950,kospi
한화에어로스페이스,012450,kospi
삼화전자공업,011230,kospi
현대제철,004020,kospi
써니전자,004770,kospi
현대비앤지스틸,004560,kospi
사조오양,006090,kospi
한화투자증권,003530,kospi
삼화전기,009470,kospi
SK증권,001510,kospi
평화홀딩스,010770,kospi
일신석재,007110,kospi
KG스틸,016380,kospi
아이에스동서,010780,kospi
SH에너지화학,002360,kospi
대한화섬,003830,kospi
코리아써키트,007810,kospi
신세계,004170,kospi
OCI홀딩스,010060,kospi
삼일제약,000520,kospi
인스코비,006490,kospi
일성신약,003120,kospi
현대건설,000720,kospi
TCC스틸,002710,kospi
에이프로젠바이오로직스,003060,kospi
F&F 홀딩스,007700,kospi
아남전자,008700,kospi
현대미포조선,010620,kospi
GS건설,006360,kospi
삼아알미늄,006110,kospi
한국전자홀딩스,006200,kospi
삼성SDI,006400,kospi
삼성전기,009150,kospi
동부건설,005960,kospi
케이씨티시,009070,kospi
코오롱글로벌,003070,kospi
빙그레,005180,kospi
녹십자홀딩스,005250,kospi
조선내화,000480,kospi
현대약품,004310,kospi
남양유업,003920,kospi
남선알미늄,008350,kospi
한국화장품제조,003350,kospi
DL건설,001880,kospi
현대코퍼레이션,011760,kospi
LS,006260,kospi
SK네트웍스,001740,kospi
경농,002100,kospi
티웨이홀딩스,004870,kospi
동방아그로,007590,kospi
송원산업,004430,kospi
진흥기업,002780,kospi
한국석유공업,004090,kospi
천일고속,000650,kospi
대원강업,000430,kospi
만호제강,001080,kospi
조광피혁,004700,kospi
세방,004360,kospi
동양철관,008970,kospi
대유에이텍,002880,kospi
남광토건,001260,kospi
삼영전자공업,005680,kospi
신영와코루,005800,kospi
오리엔트바이오,002630,kospi
조비,001550,kospi
한국공항,005430,kospi
조광페인트,004910,kospi
삼천리,004690,kospi
성보화학,003080,kospi
조흥,002600,kospi
금양,001570,kospi
사조대림,003960,kospi
비비안,002070,kospi
SNT다이내믹스,003570,kospi
한신공영,004960,kospi
농심,004370,kospi
삼영,003720,kospi
성신양회,004980,kospi
신라교역,004970,kospi
신풍,002870,kospi
종근당홀딩스,001630,kospi
크라운해태홀딩스,005740,kospi
한독,002390,kospi
SG글로벌,001380,kospi
SK디스커버리,006120,kospi
샘표,007540,kospi
흥아해운,003280,kospi
GS글로벌,001250,kospi
금호건설,002990,kospi
삼부토건,001470,kospi
삼화콘덴서공업,001820,kospi
페이퍼코리아,001020,kospi
동양,001520,kospi
한화,000880,kospi
JW중외제약,001060,kospi
영풍,000670,kospi
백광산업,001340,kospi
성창기업지주,000180,kospi
한창,005110,kospi
삼화왕관,004450,kospi
KR모터스,000040,kospi
고려제강,002240,kospi
태양금속공업,004100,kospi
SUN&L,002820,kospi
DRB동일,004840,kospi
넥센타이어,002350,kospi
SG세계물산,004060,kospi
롯데정밀화학,004000,kospi
동화약품,000020,kospi
DL,000210,kospi
LX인터내셔널,001120,kospi
국제약품,002720,kospi
태광산업,003240,kospi
부산주공,005030,kospi
한일현대시멘트,006390,kospi
CS홀딩스,000590,kospi
신성통상,005390,kospi
DB하이텍,000990,kospi
대림통상,006570,kospi
유유제약,000220,kospi
강남제비스코,000860,kospi
대신증권,003540,kospi
NH투자증권,005940,kospi
미래에셋증권,006800,kospi
신일전자,002700,kospi
삼성제약,001360,kospi
삼성화재해상보험,000810,kospi
삼양식품,003230,kospi
한화손해보험,000370,kospi
NI스틸,008260,kospi
일동홀딩스,000230,kospi
대동,000490,kospi
오리온홀딩스,001800,kospi
깨끗한나라,004540,kospi
태원물산,001420,kospi
코오롱,002020,kospi
삼성전자,005930,kospi
대유플러스,000300,kospi
BYC,001460,kospi
KG모빌리티,003620,kospi
쌍용씨앤이,003410,kospi
SPC삼립,005610,kospi
흥국화재,000540,kospi
우리종금,010050,kospi
일양약품,007570,kospi
한진,002320,kospi
한국수출포장공업,002200,kospi
현대자동차,005380,kospi
모나미,005360,kospi
한화솔루션,009830,kospi
아세아,002030,kospi
카프로,006380,kospi
롯데지주,004990,kospi
대한방직,001070,kospi
서울식품공업,004410,kospi
아이에이치큐,003560,kospi
LS네트웍스,000680,kospi
금호전기,001210,kospi
하이트진로홀딩스,000140,kospi
노루홀딩스,000320,kospi
기아,000270,kospi
효성,004800,kospi
CJ,001040,kospi
두산,000150,kospi
휴스틸,005010,kospi
DB손해보험,005830,kospi
TYM,002900,kospi
대웅,003090,kospi
진양산업,003780,kospi
영진약품,003520,kospi
케이씨씨,002380,kospi
롯데칠성음료,005300,kospi
일신방직,003200,kospi
아모레퍼시픽그룹,002790,kospi
제주은행,006220,kospi
한솔홀딩스,004150,kospi
벽산,007210,kospi
롯데손해보험,000400,kospi
대한제분,001130,kospi
대상,001680,kospi
LG,003550,kospi
동아쏘시오홀딩스,000640,kospi
코리안리,003690,kospi
한국주철관공업,000970,kospi
한일홀딩스,003300,kospi
엔피씨,004250,kospi
세아제강지주,003030,kospi
대한전선,001440,kospi
대한제당,001790,kospi
삼양홀딩스,000070,kospi
세기상사,002420,kospi
한국앤컴퍼니,000240,kospi
전방,000950,kospi
대한항공,003490,kospi
디아이동일,001530,kospi
유한양행,000100,kospi
CJ대한통운,000120,kospi
경방,000050,kospi
유수홀딩스,000700,kospi
한진중공업홀딩스,003480,kospi
