,Date,종가,종목코드,shift,증감,kospi_adr,kosdaq_adr,kospi_pm,kosdaq_pm,coef,intercept,ax+b,순위
76,20210916,9880,A238490,10000.0,-1.2,129.89,98.76,8.149999999999991,3.9200000000000017,[0.52156477],-43.258092190373205,[6.29056086],17
304,20220823,7470,A238490,8050.0,-7.204968944099378,99.4,87.98,-6.1499999999999915,-4.569999999999993,[0.13419815],-6.506325142749544,[6.24249941],18
323,20220921,7110,A238490,7230.0,-1.6597510373443984,79.93,80.45,3.1100000000000136,4.079999999999998,[0.55601115],-46.60544380318533,[6.21561554],19
450,20230327,6650,A238490,6140.0,8.306188925081432,72.16,81.96,1.5900000000000034,2.299999999999997,[0.17606264],-12.414185492009098,[4.31176542],20
384,20221219,6260,A238490,6500.0,-3.6923076923076925,97.07,95.67,2.1299999999999955,4.170000000000002,[0.14139369],-9.139642876875733,[4.29275777],21
456,20230404,7280,A238490,5800.0,25.517241379310345,88.32,88.3,3.4199999999999875,3.759999999999991,[0.23790823],-18.366643217462315,[4.23463837],22
46,20210804,11150,A238490,11350.0,-1.762114537444934,79.11,79.61,9.189999999999998,6.540000000000006,[0.24791331],-19.351932593325763,[4.19983171],23
341,20221019,6040,A238490,6140.0,-1.6286644951140066,79.58,79.75,2.980000000000004,3.0600000000000023,[0.34041397],-28.16959349325339,[4.16973385],24
92,20211015,8370,A238490,9920.0,-15.625,84.98,75.79,2.1000000000000085,3.3000000000000114,[0.2182293],-16.592986317389798,[4.13879681],25
419,20230209,6640,A238490,6190.0,7.269789983844912,120.9,129.06,-2.759999999999991,-1.8000000000000114,[0.22029853],-17.15644062068587,[3.77191967],26
25,20210706,11450,A238490,11600.0,-1.293103448275862,92.08,100.14,2.3900000000000006,3.4000000000000057,[0.29954563],-24.790345543149805,[3.66648963],27
305,20220824,7590,A238490,7980.0,-4.887218045112782,101.96,92.14,2.559999999999988,4.159999999999997,[-0.05708591],9.056237480141757,[3.63307624],28
229,20220504,8810,A238490,8880.0,-0.7882882882882882,92.42,79.91,-0.12999999999999545,-0.37000000000000455,[0.14820813],-10.456159171781593,[3.62361285],29
385,20221220,6030,A238490,6470.0,-6.800618238021638,91.52,91.57,-5.549999999999997,-4.1000000000000085,[0.17406598],-12.970103526758855,[3.56616444],30
69,20210907,10300,A238490,10200.0,0.9803921568627451,104.37,87.73,4.490000000000009,1.1700000000000017,[0.155086],-11.336703986006876,[3.39646633],31
454,20230331,7100,A238490,6000.0,18.333333333333332,83.4,84.67,0.1600000000000108,-4.25,[0.12750055],-8.818614817746916,[3.29393715],32
391,20221228,5940,A238490,6450.0,-7.906976744186046,77.23,78.27,-7.450000000000003,-2.730000000000004,[0.29186551],-24.43654354560556,[3.29068015],33
86,20211006,8160,A238490,10100.0,-19.207920792079207,63.48,52.71,-6.920000000000009,-4.409999999999997,[0.13444532],-9.536295005010583,[3.23601087],34
37,20210722,11700,A238490,11550.0,1.2987012987012987,81.36,87.72,2.219999999999999,3.3799999999999955,[0.17026906],-12.971383454254925,[3.2041776],35
93,20211018,8530,A238490,9690.0,-11.97110423116615,87.68,80.75,2.700000000000003,4.959999999999994,[0.14601918],-10.746048405103089,[3.12577353],36
369,20221128,6500,A238490,5810.0,11.876075731497417,122.89,107.08,-11.290000000000006,-12.960000000000008,[0.35884508],-30.98236592545279,[3.1079165],37
85,20211005,8520,A238490,10150.0,-16.059113300492612,70.4,57.12,-3.3499999999999943,-7.640000000000008,[0.14204962],-10.465790371861079,[3.02892329],38
327,20220927,6270,A238490,6880.0,-8.866279069767442,60.66,61.62,-1.0100000000000051,0.4299999999999997,[0.07614065],-4.217579662605091,[3.01578212],39
308,20220829,7230,A238490,7800.0,-7.307692307692308,91.96,84.44,-13.720000000000013,-10.680000000000007,[0.20866937],-16.83362073113581,[2.98996955],40
158,20220118,9100,A238490,9870.0,-7.801418439716312,86.87,89.15,1.1300000000000097,0.5200000000000102,[0.26269896],-22.02867872111458,[2.92772277],41
236,20220516,8020,A238490,9230.0,-13.109425785482124,78.85,74.01,2.030000000000001,2.740000000000009,[0.45306007],-40.12199913947379,[2.91870717],42
105,20211103,9620,A238490,7960.0,20.85427135678392,99.66,106.16,0.03999999999999204,2.819999999999993,[0.27385589],-23.130078723985406,[2.88623046],43
296,20220810,7600,A238490,6770.0,12.259970457902511,131.4,119.23,-8.590000000000003,-11.08999999999999,[0.35341006],-30.74877636997765,[2.82517936],44
378,20221209,6460,A238490,6250.0,3.36,97.87,91.96,-3.469999999999999,-2.7700000000000102,[0.39049024],-34.297238953229105,[2.79933352],45
67,20210903,10150,A238490,11050.0,-8.144796380090497,91.26,86.17,0.05000000000001137,-2.3700000000000045,[0.31758326],-27.39330177943327,[2.77710804],46
137,20211217,9550,A238490,9170.0,4.143947655398037,92.18,87.9,1.470000000000013,-3.3799999999999955,[0.15696052],-12.164285917838331,[2.74696318],47
461,20230411,7040,A238490,5890.0,19.524617996604416,110.39,111.06,15.269999999999996,13.400000000000006,[0.12996312],-9.627507799696774,[2.71898896],48
234,20220512,8000,A238490,9200.0,-13.043478260869565,73.56,66.68,-11.370000000000005,-10.789999999999992,[0.32747785],-28.40889593317902,[2.70149991],49
208,20220405,9000,A238490,9300.0,-3.225806451612903,126.74,123.98,8.949999999999989,11.200000000000003,[0.40224246],-35.5524248366288,[2.66060914],50
182,20220224,9350,A238490,9110.0,2.634467618002195,96.0,84.03,0.45000000000000284,-0.8900000000000006,[0.29711619],-25.56956642823376,[2.65647155],51
153,20220111,9630,A238490,9600.0,0.3125,87.26,87.33,-4.1299999999999955,-4.930000000000007,[0.28002371],-23.962698745160544,[2.63955355],52
451,20230328,7070,A238490,6130.0,15.334420880913541,80.35,88.79,8.189999999999998,6.8300000000000125,[0.33243989],-28.964997099887665,[2.61679255],53
235,20220513,8150,A238490,9220.0,-11.605206073752711,76.82,71.27,3.259999999999991,4.589999999999989,[0.41613657],-36.91946395057253,[2.61351041],54
449,20230324,6750,A238490,6350.0,6.299212598425196,70.57,79.66,-0.6200000000000045,2.4200000000000017,[0.42692908],-37.99111989284612,[2.5671425],55
277,20220714,6070,A238490,5900.0,2.8813559322033897,85.68,92.98,0.23000000000000398,0.9500000000000028,[0.06747344],-3.849395128182047,[2.56058126],56
110,20211110,9480,A238490,9290.0,2.045209903121636,80.2,86.74,-12.659999999999997,-11.980000000000004,[0.33441197],-29.309339527170938,[2.45979782],57
5,20210608,11500,A238490,,,95.42,92.51,-6.8799999999999955,-6.030000000000001,[0.40085737],-35.64987317143627,[2.43157652],58
214,20220413,8880,A238490,9350.0,-5.026737967914439,114.27,106.58,-0.7800000000000011,-1.9300000000000068,[0.25762932],-22.10474104989673,[2.370044],59
358,20221111,6370,A238490,5730.0,11.169284467713787,130.8,120.31,-1.6999999999999886,-1.4500000000000028,[0.29252512],-25.509091870797725,[2.2807947],60
224,20220427,9030,A238490,8950.0,0.8938547486033519,95.77,82.16,-5.570000000000007,-4.38000000000001,[-0.00279598],2.5358072591286778,[2.270189],61
75,20210915,9980,A238490,9990.0,-0.10010010010010009,121.74,94.84,8.129999999999995,-5.469999999999999,[0.15048554],-12.209777481107185,[2.08634918],62
201,20220325,9180,A238490,9710.0,-5.458290422245108,123.11,120.22,-9.850000000000009,-6.920000000000002,[0.27794331],-24.32978450022257,[2.07482971],63
8,20210611,11350,A238490,,,104.76,108.45,7.010000000000005,8.400000000000006,[0.17995568],-15.071774038416486,[2.02401587],64
77,20210917,9920,A238490,10350.0,-4.154589371980676,118.06,106.67,-11.829999999999984,7.909999999999997,[-0.00988409],2.8871568818820244,[1.94816844],65
326,20220926,6140,A238490,6740.0,-8.902077151335313,61.67,61.19,-11.260000000000005,-11.5,[0.28627784],-25.257192813968768,[1.93920177],66
122,20211126,9170,A238490,9680.0,-5.268595041322314,65.72,71.87,-1.8900000000000006,-1.6599999999999966,[0.37730758],-33.91764438611659,[1.92657526],67
157,20220117,9350,A238490,9990.0,-6.406406406406406,85.74,88.63,-7.840000000000003,-4.109999999999999,[0.31080988],-27.61109047684204,[1.91584815],68
27,20210708,11150,A238490,11300.0,-1.3274336283185841,83.41,92.83,-6.780000000000001,-7.530000000000001,[0.1040767],-7.988177270655237,[1.89910957],69
375,20221206,6460,A238490,6270.0,3.0303030303030303,110.51,100.85,-14.879999999999995,-14.39,[0.13585915],-11.017785622589878,[1.88883323],70
453,20230330,7180,A238490,5970.0,20.268006700167504,83.24,88.92,1.9599999999999937,2.9099999999999966,[0.31359713],-27.93351640592527,[1.85821053],71
287,20220728,7900,A238490,6200.0,27.419354838709676,113.51,118.51,8.370000000000005,8.170000000000002,[0.4006539],-36.234685935951774,[1.827435],72
72,20210910,10050,A238490,9780.0,2.7607361963190185,109.67,89.33,9.870000000000005,2.3299999999999983,[0.07699837],-5.5353243868164945,[1.7795209],73
133,20211213,9700,A238490,9920.0,-2.217741935483871,84.03,89.62,-5.390000000000001,-5.269999999999996,[0.12912151],-10.562785895219774,[1.70375763],74
328,20220928,6740,A238490,6680.0,0.8982035928143712,60.7,61.97,0.04000000000000625,0.3500000000000014,[0.18993845],-16.374297229680323,[1.6698559],75
288,20220729,8070,A238490,6240.0,29.326923076923077,125.52,131.89,12.009999999999991,13.379999999999981,[0.06893155],-4.957056979177274,[1.59144043],76
66,20210902,10200,A238490,11200.0,-8.928571428571429,91.21,88.54,-7.3500000000000085,-6.029999999999987,[0.21607133],-18.976311667868075,[1.55046434],77
42,20210729,11100,A238490,11150.0,-0.4484304932735426,77.79,79.45,3.8800000000000097,1.8299999999999983,[0.47032294],-43.158872095147714,[1.521807],78
246,20220530,7970,A238490,8430.0,-5.456702253855279,81.81,81.22,2.710000000000008,0.6799999999999926,[0.25667674],-22.863243530260032,[1.5210468],79
249,20220603,8070,A238490,8000.0,0.8750000000000001,88.19,86.68,4.920000000000002,5.110000000000014,[0.05895763],-4.081554257339259,[1.51942039],80
56,20210819,9930,A238490,11150.0,-10.941704035874439,70.04,69.93,-4.390000000000001,-3.0799999999999983,[0.27868781],-24.957363557964513,[1.51797822],81
432,20230228,6370,A238490,6700.0,-4.925373134328359,89.07,93.44,0.10999999999999943,3.0799999999999983,[0.23652131],-20.977964097698194,[1.49155996],82
329,20220929,6540,A238490,6870.0,-4.8034934497816595,57.69,58.12,-3.010000000000005,-3.8500000000000014,[0.11913761],-9.830429171184297,[1.48764335],83
223,20220426,9090,A238490,9000.0,1.0,101.34,86.54,1.7000000000000028,1.9500000000000028,[0.19853158],-17.4013148717827,[1.45918569],84
138,20211220,9600,A238490,8990.0,6.7853170189099,86.5,83.05,-5.680000000000007,-4.8500000000000085,[0.18774912],-16.418859708221337,[1.41730644],85
28,20210709,10950,A238490,11400.0,-3.9473684210526314,76.12,86.61,-7.289999999999992,-6.219999999999999,[0.13166443],-11.10027030462988,[1.40785078],86
22,20210701,11550,A238490,11400.0,1.3157894736842104,89.64,93.62,-2.480000000000004,-2.589999999999989,[-0.07186554],8.217724511022283,[1.39049787],87
209,20220406,8950,A238490,9300.0,-3.763440860215054,131.01,127.07,4.269999999999996,3.089999999999989,[0.30334207],-27.479643975040123,[1.33785231],88
394,20230103,6060,A238490,6410.0,-5.46021840873635,65.27,65.7,-1.1000000000000085,0.13000000000000966,[0.06128213],-4.486132888657495,[1.33566971],89
82,20210929,9020,A238490,10150.0,-11.133004926108374,82.32,72.12,-7.410000000000011,-6.219999999999999,[0.24844868],-22.27348886776081,[1.32913611],90
142,20211224,9990,A238490,9450.0,5.714285714285714,108.5,99.8,12.659999999999997,8.099999999999994,[0.26430081],-23.782013577542934,[1.32656373],91
412,20230131,6160,A238490,6150.0,0.16260162601626016,128.11,134.63,11.65000000000002,10.379999999999995,[0.16819603],-14.658483583409376,[1.32013969],92
195,20220317,9300,A238490,9300.0,0.0,126.28,125.38,12.129999999999995,15.030000000000001,[0.26432533],-23.827653278060865,[1.28325287],93
15,20210622,11800,A238490,11500.0,2.608695652173913,106.6,109.33,-1.0400000000000063,-5.230000000000004,[0.20509889],-18.25046521815441,[1.23392977],94
418,20230208,6700,A238490,6200.0,8.064516129032258,123.66,130.86,-5.920000000000016,-6.179999999999978,[0.17689208],-15.575127094255862,[1.22962054],95
489,20230523,6430,A238490,6400.0,0.46875,93.6,91.73,4.069999999999993,4.920000000000002,[-0.00709405],1.892886306548363,[1.21895132],96
407,20230120,6170,A238490,6060.0,1.8151815181518154,101.59,105.33,-1.539999999999992,-0.46999999999999886,[0.27869788],-25.269366626801897,[1.20693169],97
184,20220228,9560,A238490,9530.0,0.3147953830010493,115.81,102.01,3.6400000000000006,3.0700000000000074,[0.14391117],-12.464973367606142,[1.20658824],98
333,20221006,7140,A238490,7240.0,-1.3812154696132597,71.88,74.11,8.159999999999997,10.75,[0.04895976],-3.46402426356302,[1.18715273],99
354,20221107,5810,A238490,6000.0,-3.166666666666667,102.81,96.15,5.670000000000002,6.25,[0.04488421],-3.083426331183112,[1.18057384],100
203,20220329,9100,A238490,9540.0,-4.612159329140461,126.48,122.65,-7.079999999999998,-7.509999999999991,[0.27902521],-25.36113020090859,[1.14626473],101
41,20210728,11150,A238490,11350.0,-1.762114537444934,73.91,77.62,-3.5400000000000063,-5.679999999999993,[0.438663],-40.540972765219976,[1.13201246],102
161,20220121,8890,A238490,9850.0,-9.746192893401014,82.18,85.76,-4.699999999999989,-4.829999999999998,[0.46667836],-43.20904189611934,[1.12540274],103
252,20220609,7900,A238490,8050.0,-1.8633540372670807,93.42,90.54,0.3299999999999983,-0.5499999999999972,[0.15847465],-13.954362038079706,[1.10072947],104
123,20211129,8990,A238490,9400.0,-4.361702127659575,61.09,68.2,-4.6299999999999955,-3.6700000000000017,[0.27955924],-25.464634768261245,[1.09349265],105
113,20211115,9510,A238490,8780.0,8.314350797266515,76.12,81.64,3.6200000000000045,4.3700000000000045,[0.27214137],-24.760270977352242,[1.09315891],106
162,20220124,8820,A238490,10000.0,-11.799999999999999,72.29,77.67,-9.89,-8.090000000000003,[0.23149086],-20.904510860524066,[1.08712114],107
259,20220620,6300,A238490,7940.0,-20.65491183879093,66.64,63.43,-1.1899999999999977,-1.9799999999999969,[0.15039974],-13.214828960360128,[1.07314602],108
143,20211227,9870,A238490,9330.0,5.787781350482315,119.11,107.61,10.61,7.810000000000002,[0.20150313],-18.074520147248545,[1.06827744],109
3,20210604,11750,A238490,,,107.93,104.01,-8.929999999999993,-4.420000000000002,[0.35563408],-32.72157196036099,[1.06366541],110
205,20220331,9130,A238490,9470.0,-3.5902851108764517,119.9,112.95,-0.6899999999999977,-4.259999999999991,[0.25413351],-23.081112790158244,[1.06157021],111
340,20221018,6100,A238490,6940.0,-12.103746397694524,76.6,76.69,10.019999999999996,10.25,[0.24966667],-22.682536415645835,[1.03579761],112
332,20221005,6940,A238490,7260.0,-4.40771349862259,63.72,63.36,-1.3299999999999983,-1.5700000000000074,[0.10428156],-8.876980023633788,[1.02976785],113
334,20221007,6810,A238490,7630.0,-10.747051114023591,67.99,68.48,-3.8900000000000006,-5.6299999999999955,[0.158617],-14.078783777902187,[0.98983137],114
52,20210812,11050,A238490,11700.0,-5.555555555555555,71.47,73.29,-2.269999999999996,-2.3999999999999915,[0.19518396],-17.554935303825392,[0.98754135],115
317,20220913,7260,A238490,7480.0,-2.941176470588235,81.7,81.96,-0.14000000000000057,1.5899999999999892,[0.38154552],-35.291388590568715,[0.95543621],116
187,20220304,9780,A238490,9760.0,0.20491803278688525,117.03,103.29,-12.009999999999991,-12.019999999999996,[0.15008771],-13.311909947848894,[0.94642282],117
139,20211221,9930,A238490,8670.0,14.53287197231834,87.75,86.09,1.25,3.0400000000000063,[0.11179387],-9.685730830396038,[0.93468694],118
376,20221207,6450,A238490,6300.0,2.380952380952381,103.92,96.71,-6.590000000000003,-4.140000000000001,[0.21960943],-19.929137684773327,[0.93375807],119
284,20220725,7180,A238490,6100.0,17.704918032786885,104.14,110.41,-9.370000000000005,-11.64,[0.18074033],-16.23755951788757,[0.93277203],120
112,20211112,9500,A238490,8790.0,8.0773606370876,72.5,77.27,1.5699999999999932,0.9099999999999966,[0.20011395],-18.083838312960232,[0.92698712],121
322,20220920,7410,A238490,7750.0,-4.387096774193548,76.82,76.37,6.759999999999991,6.660000000000011,[0.28045677],-25.75744046561246,[0.88595276],122
300,20220817,7690,A238490,7350.0,4.625850340136054,129.92,110.35,-11.700000000000017,-10.200000000000003,[0.35105479],-32.48443413321086,[0.86577052],123
87,20211007,8360,A238490,10050.0,-16.81592039800995,67.67,57.03,4.190000000000005,4.32,[0.13558604],-12.015012847366588,[0.86566091],124
59,20210824,10200,A238490,11150.0,-8.520179372197308,77.52,76.85,10.759999999999991,9.179999999999993,[0.18636883],-16.844474106144638,[0.86056511],125
452,20230329,7130,A238490,6130.0,16.31321370309951,81.28,86.01,0.9300000000000068,-2.780000000000001,[0.19272822],-17.46851243254384,[0.84066851],126
446,20230321,5890,A238490,6280.0,-6.210191082802548,73.32,77.33,-2.3100000000000023,-6.040000000000006,[0.07106662],-5.914032617270792,[0.83729602],127
476,20230503,6470,A238490,7040.0,-8.096590909090908,87.0,80.62,-5.939999999999998,-3.289999999999992,[0.21075891],-19.198734856788725,[0.82336136],128
217,20220418,9030,A238490,9140.0,-1.2035010940919038,108.99,93.92,-0.6900000000000119,-1.7199999999999989,[0.23786591],-21.776907103063674,[0.82035435],129
362,20221117,6230,A238490,5840.0,6.678082191780822,128.58,119.28,-1.339999999999975,1.1800000000000068,[0.27868137],-25.65808065970038,[0.81664933],130
421,20230213,6450,A238490,6180.0,4.368932038834951,107.59,110.41,-4.039999999999992,-2.710000000000008,[0.16203342],-14.5928855275457,[0.80028915],131
265,20220628,6290,A238490,8000.0,-21.375,71.73,70.08,-0.8199999999999932,0.45000000000000284,[0.16114342],-14.51018559784597,[0.79843963],132
269,20220704,6100,A238490,7470.0,-18.340026773761714,54.04,51.77,-4.590000000000003,-3.9299999999999997,[0.28751902],-26.52478959574431,[0.78951716],133
159,20220119,9060,A238490,9770.0,-7.267144319344933,82.86,84.87,-4.010000000000005,-4.280000000000001,[0.14752538],-13.229143571652953,[0.78576744],134
216,20220415,8990,A238490,9180.0,-2.0697167755991286,109.68,95.64,-3.1199999999999903,-4.450000000000003,[0.1473346],-13.269900243811973,[0.72688695],135
484,20230516,6120,A238490,6510.0,-5.990783410138248,76.01,68.0,-5.530000000000001,-3.950000000000003,[0.23347147],-21.457063870776555,[0.72272592],136
325,20220923,6940,A238490,7150.0,-2.937062937062937,72.93,72.69,-8.86999999999999,-9.420000000000002,[0.18594951],-16.953561953660582,[0.71164168],137
320,20220916,7900,A238490,7590.0,4.084321475625823,73.09,74.24,-0.75,-0.9400000000000119,[0.26148102],-24.13799689111073,[0.70269971],138
338,20221014,6000,A238490,7110.0,-15.611814345991561,64.67,62.71,9.719999999999999,8.79,[0.1658481],-15.089903941571167,[0.66566528],139
210,20220407,8860,A238490,9300.0,-4.731182795698925,115.98,111.35,-15.029999999999987,-15.719999999999999,[0.3102225],-28.813939556790512,[0.6571984],140
427,20230221,6600,A238490,6160.0,7.142857142857142,108.82,111.36,-1.1300000000000097,-2.9599999999999937,[0.00556027],0.11361560308606944,[0.64184092],141
263,20220624,6030,A238490,8020.0,-24.81296758104738,65.87,62.94,5.510000000000005,5.659999999999997,[0.2193033],-20.214443923846108,[0.61936993],142
479,20230509,6450,A238490,7020.0,-8.11965811965812,93.69,80.56,-1.7000000000000028,-3.700000000000003,[0.40585299],-37.94466660707079,[0.61136752],143
104,20211102,9420,A238490,7850.0,20.0,99.62,103.34,12.13000000000001,12.159999999999997,[0.11432268],-10.269154462995743,[0.59150015],144
295,20220809,7650,A238490,6650.0,15.037593984962406,139.99,130.32,10.800000000000011,8.079999999999998,[0.3979673],-37.22067169344912,[0.58622166],145
54,20210817,10200,A238490,11300.0,-9.734513274336283,66.56,67.04,-1.3700000000000045,-3.059999999999988,[0.11226751],-10.081451846181752,[0.58396178],146
149,20220105,9990,A238490,9600.0,4.0625,98.88,99.31,-6.650000000000006,-8.179999999999993,[0.3386034],-31.60344020892205,[0.56388281],147
68,20210906,10400,A238490,10800.0,-3.7037037037037033,99.88,86.56,8.61999999999999,0.39000000000000057,[0.35199933],-32.89356090907589,[0.54637521],148
183,20220225,9450,A238490,9380.0,0.7462686567164178,112.17,98.94,16.17,14.909999999999997,[0.23410778],-21.694108478997276,[0.54613078],149
445,20230320,6000,A238490,6290.0,-4.610492845786964,75.63,83.37,0.8799999999999955,4.0,[0.11071081],-10.003793579903508,[0.51373378],150
458,20230406,7050,A238490,5750.0,22.608695652173914,88.62,91.46,-4.390000000000001,-4.13000000000001,[0.11382097],-10.310708371469062,[0.50228393],151
487,20230519,6720,A238490,6360.0,5.660377358490567,81.51,78.32,-0.9599999999999937,0.7399999999999949,[0.28371903],-26.455912764189044,[0.49739504],152
225,20220428,8920,A238490,8860.0,0.6772009029345373,93.14,77.82,-2.6299999999999955,-4.340000000000003,[0.16501419],-15.19325622612814,[0.48309179],153
251,20220608,7990,A238490,8020.0,-0.3740648379052369,93.09,91.09,6.320000000000007,5.530000000000001,[-0.06923955],7.050266544039053,[0.47250928],154
172,20220210,9760,A238490,9350.0,4.385026737967915,83.97,77.98,2.4200000000000017,0.28000000000000114,[0.26632818],-24.829767101770823,[0.47140988],155
281,20220720,6770,A238490,6240.0,8.493589743589745,112.7,122.44,14.810000000000002,14.11,[0.16109456],-14.840477036290553,[0.46350662],156
492,20230526,6330,A238490,6430.0,-1.5552099533437014,94.44,94.85,-2.719999999999999,-0.4900000000000091,[0.17462079],-16.13094279552761,[0.45803211],157
298,20220812,7610,A238490,7200.0,5.694444444444445,153.6,130.77,11.569999999999993,6.0600000000000165,[0.11470256],-10.458933941117765,[0.43780962],158
10,20210615,11600,A238490,,,105.47,107.91,3.1799999999999926,2.789999999999992,[0.08181304],-7.349487561058007,[0.42275145],159
83,20210930,8970,A238490,10400.0,-13.750000000000002,82.93,70.83,0.6100000000000136,-1.2900000000000063,[0.24942119],-23.2789043979881,[0.41610849],160
437,20230308,6130,A238490,6550.0,-6.412213740458015,83.42,82.95,-3.6299999999999955,-6.769999999999996,[0.29457274],-27.569240508886946,[0.41516983],161
43,20210730,11050,A238490,10950.0,0.91324200913242,74.48,76.74,-3.3100000000000023,-2.710000000000008,[-0.01040209],1.3943819924822445,[0.40618371],162
136,20211216,9650,A238490,9440.0,2.2245762711864407,90.71,91.28,3.509999999999991,2.530000000000001,[0.1563482],-14.448889130971613,[0.40418994],163
23,20210702,11500,A238490,11350.0,1.3215859030837005,90.14,93.67,0.5,0.04999999999999716,[0.16935228],-15.69898310311048,[0.38948316],164
240,20220520,7900,A238490,8920.0,-11.434977578475337,71.93,73.18,3.5200000000000102,3.5200000000000102,[0.19384305],-18.043531666394905,[0.37155843],165
147,20220103,10000,A238490,9550.0,4.712041884816754,106.24,106.15,-8.050000000000011,-3.989999999999995,[0.2769774],-25.951350135745805,[0.36150315],166
202,20220328,9140,A238490,9780.0,-6.5439672801636,133.56,130.16,10.450000000000003,9.939999999999998,[0.30400086],-28.519668176498556,[0.36041365],167
90,20211013,7960,A238490,9980.0,-20.240480961923847,73.31,63.43,6.480000000000004,7.339999999999996,[0.22312455],-20.839849835913498,[0.35698269],168
309,20220830,7190,A238490,7800.0,-7.82051282051282,95.2,88.72,3.240000000000009,4.280000000000001,[0.36326486],-34.19478017652049,[0.31538186],169
230,20220506,8660,A238490,8900.0,-2.696629213483146,93.34,81.02,0.9200000000000017,1.1099999999999994,[0.2186134],-20.456879075581234,[0.31139366],170
472,20230426,6360,A238490,7220.0,-11.911357340720222,95.35,81.19,-5.240000000000009,-3.490000000000009,[0.21141758],-19.78769428941695,[0.2969756],171
315,20220907,6800,A238490,7690.0,-11.573472041612485,77.73,74.71,-6.200000000000003,-4.420000000000002,[0.11497424],-10.66010728758662,[0.26244564],172
58,20210823,9910,A238490,11050.0,-10.316742081447963,66.76,67.67,4.750000000000007,4.130000000000003,[0.16715052],-15.626939353548504,[0.25235975],173
411,20230130,6240,A238490,6100.0,2.2950819672131146,116.46,124.25,-0.21000000000000796,0.030000000000001137,[0.02311213],-1.9449663137281914,[0.25068623],174
422,20230214,6550,A238490,6170.0,6.158833063209076,106.57,110.41,-1.0200000000000102,0.0,[0.37243852],-35.135447411512025,[0.24621182],175
366,20221123,6420,A238490,5820.0,10.309278350515463,133.82,115.45,11.599999999999994,10.790000000000006,[0.15175062],-14.183306765903081,[0.23300193],176
253,20220610,7760,A238490,8050.0,-3.602484472049689,91.04,85.99,-2.3799999999999955,-4.550000000000011,[0.26645094],-25.08806442519966,[0.22477528],177
462,20230412,7170,A238490,5960.0,20.302013422818792,108.56,106.87,-1.8299999999999983,-4.189999999999998,[0.14195607],-13.277139227060651,[0.20868714],178
330,20220930,6300,A238490,6800.0,-7.352941176470589,54.34,54.7,-3.3499999999999943,-3.4199999999999946,[0.14275504],-13.363846275466356,[0.19788295],179
390,20221227,5950,A238490,6460.0,-7.894736842105263,84.68,81.0,-0.029999999999986926,-0.01999999999999602,[0.20143565],-18.949080353668645,[0.18730682],180
