,종목코드,final_return,순위,첫날종가,마지막날종가
124,A060370,0.004847778312055539,1596,7090.0,8010.0
125,A122450,0.1815322743995231,139,5010.0,4945.0
126,A052900,0.010249059786619611,1336,1519.0,1493.0
127,A061970,0.021584077261052857,956,8270.0,8090.0
128,A093050,0.1348965280529378,177,16410.0,16760.0
129,A003550,0.0217765072434838,948,86000.0,88600.0
130,A034220,0.054594264294266115,440,15720.0,16850.0
131,A051900,0.102060203100448,233,527000.0,501000.0
132,A032640,0.03604401755624844,671,11240.0,10840.0
133,A011070,0.02362589784547007,902,307000.0,307000.0
134,A066570,0.05597594833121104,431,122800.0,125000.0
135,A037560,0.027308140270202508,816,4415.0,4400.0
136,A051910,0.10059250046137762,236,693000.0,723000.0
137,A079550,0.012286938266908418,1248,79200.0,82200.0
138,A006260,0.021694351075421427,952,82100.0,93300.0
139,A010120,0.01032071061364277,1335,63700.0,75000.0
140,A000680,0.001411000544222287,1829,2860.0,2830.0
141,A229640,0.01483081047488213,1163,6850.0,7300.0
142,A108320,0.027130367226890637,824,116200.0,121900.0
143,A001120,0.0022982689975268415,1764,30200.0,34850.0
144,A108670,0.0010600478435729655,1859,43000.0,44750.0
145,A383800,0.0413708369235251,593,8190.0,8120.0
146,A086960,0.0011397216222245635,1846,2760.0,2390.0
147,A023150,0.02929049104968048,771,7460.0,7440.0
148,A035420,0.0174379695346953,1071,199500.0,189900.0
149,A160550,0.0034056188909531,1686,6630.0,7560.0
150,A053290,0.05908250446975399,407,4490.0,5840.0
151,A181710,0.02344128664074189,906,26250.0,25150.0
152,A060250,0.003926294960841352,1656,11140.0,10090.0
153,A104200,0.007658231843955977,1435,5990.0,5560.0
154,A005940,0.03486025611689543,690,9990.0,9670.0
155,A034310,0.04955976966709055,497,12200.0,11100.0
156,A030190,0.005383918081460887,1560,10570.0,10420.0
157,A008260,1.185065481825478,26,6240.0,7200.0
158,A004250,0.0221961990780303,936,6490.0,6880.0
159,A010060,0.0809011586693353,286,86200.0,106200.0
160,A178920,0.005496088217954668,1553,33300.0,37350.0
161,A024940,0.0007184036837000759,1893,6830.0,6280.0
162,A005490,0.26516681160718847,96,360000.0,382500.0
163,A218410,0.03770994434177946,648,23300.0,21800.0
164,A327260,0.01615611346720894,1132,12080.0,12430.0
165,A091340,0.09601238600856923,243,4120.0,4070.0
166,A010950,0.0025553544060152268,1746,72200.0,70800.0
167,A019550,0.019006222100623422,1017,1092.0,1075.0
168,A034120,0.031187749873095985,740,33000.0,31000.0
169,A046140,0.06641077623792185,356,6210.0,6540.0
170,A151910,0.003290890063123838,1693,519.0,504.0
171,A036120,0.0055230589032647616,1551,4095.0,3850.0
172,A099220,0.008881637250029259,1383,2025.0,1923.0
173,A036540,0.0063254254629457295,1508,5690.0,5630.0
174,A255220,0.07129117242903717,333,1281.0,1515.0
175,A040610,0.001746019420334181,1804,1732.0,1881.0
176,A184230,0.008335549926501944,1403,908.0,894.0
177,A005090,0.31511998311584344,81,27300.0,26100.0
178,A016250,0.010768697500776272,1318,24950.0,24950.0
179,A001380,0.0029483122205301937,1714,1410.0,1358.0
180,A004060,0.03184501525264704,731,516.0,533.0
181,A002360,0.026984638409490946,828,784.0,781.0
182,A009160,0.05825522984985398,416,6020.0,5140.0
183,A123700,0.004927227579093395,1591,5320.0,4850.0
184,A025530,0.0035500782161065497,1676,5410.0,4670.0
185,A034730,0.016414852439078514,1122,167800.0,161200.0
186,A011790,0.01738370906117496,1077,94900.0,106200.0
187,A018670,0.02407447891488535,891,125800.0,127600.0
188,A001740,0.05207275343653146,464,4840.0,5170.0
189,A006120,0.011446657922111607,1284,35250.0,37050.0
190,A210980,0.10038272832206444,237,20700.0,22000.0
191,A068400,0.010859792118947241,1308,9410.0,10160.0
192,A302440,0.007714647588033737,1431,82900.0,79400.0
193,A326030,0.05110617723888234,477,73500.0,85800.0
194,A361610,0.017769217598706553,1060,88600.0,95100.0
195,A100090,0.001215430317546137,1839,19510.0,20150.0
196,A096770,0.0029446906274831265,1715,189100.0,181700.0
197,A001510,0.027173924437139424,822,700.0,687.0
198,A285130,0.038394246153800125,639,75000.0,72200.0
199,A017670,0.002529460315644333,1747,49700.0,47000.0
200,A071090,0.00392224688482068,1657,3905.0,4360.0
201,A221840,0.011760585010862084,1273,3335.0,3320.0
202,A106190,0.02352893930941979,904,12660.0,13000.0
203,A000080,0.021426573052209446,961,22900.0,21750.0
204,A000140,0.029427658518175793,769,9650.0,9320.0
205,A373200,0.07591601513365802,312,4605.0,6740.0
206,A066130,0.006732500867021529,1490,5920.0,5900.0
207,A004590,0.0006740419637167128,1895,4360.0,4490.0
208,A036460,0.03417556727512739,701,26250.0,25300.0
209,A039340,0.0021555158134813333,1774,5780.0,5720.0
210,A005430,0.06918685290036311,346,38450.0,37750.0
211,A071050,0.0352675485570603,681,55400.0,53600.0
212,A034950,0.01955133224613785,1006,73800.0,75600.0
213,A010040,0.026062269991640186,849,3715.0,3900.0
214,A025540,0.04361921348387023,566,60700.0,60000.0
215,A222980,0.005537478996524244,1548,5600.0,5820.0
216,A010100,0.01889989699797668,1021,3610.0,3645.0
217,A256840,5.257625851749622e-07,1957,3845.0,3430.0
218,A004090,0.008670552611540752,1396,10460.0,10680.0
219,A025550,1.1119755590278501e-07,1977,4350.0,4365.0
220,A002200,7.213140246659328,5,3120.0,2895.0
221,A002960,0.04936108946115987,499,229000.0,228000.0
222,A017890,0.0029953613196766395,1710,10390.0,10450.0
223,A000240,0.04810918507966889,509,12010.0,11870.0
224,A080720,0.004640119940994022,1610,5700.0,5640.0
225,A123890,0.02899518593449207,774,3075.0,3175.0
226,A015760,0.04485496445146648,552,19080.0,18580.0
227,A063570,0.003823002504476259,1661,5820.0,6390.0
228,A041460,0.01658338600100686,1116,5020.0,4900.0
229,A006200,0.035762278927557005,676,1096.0,1320.0
230,A053300,0.0018925995761354733,1797,5310.0,5090.0
231,A025770,0.012269012664058051,1249,10570.0,9460.0
232,A023350,0.008471814213171147,1402,6920.0,7060.0
233,A000970,0.04485449907650906,553,7390.0,7250.0
234,A104700,0.07967424236695402,290,6460.0,6370.0
235,A017960,0.04437922975695688,561,11310.0,12010.0
236,A023760,0.01154235311642864,1280,688.0,683.0
237,A054040,0.003161422841780866,1700,4505.0,4235.0
238,A161890,0.07731469285817533,307,37600.0,44300.0
239,A024720,0.05917021331891361,404,14140.0,14220.0
240,A021650,0.012298558572916266,1247,3185.0,3245.0
241,A161390,0.039893017285697385,614,34500.0,34200.0
242,A053590,0.00436243473104624,1628,334.0,334.0
243,A034830,0.017179564565929704,1085,1379.0,1407.0
244,A007280,0.02980416855345822,761,2010.0,2000.0
245,A032300,2.2674088085496779e-07,1971,19660.0,18900.0
246,A037230,0.008489141597885002,1401,2515.0,2470.0
247,A047810,0.04550143619180462,544,51500.0,54400.0
248,A123690,0.03880816239626192,633,6830.0,6720.0
249,A003350,0.06470199563170032,366,24050.0,24300.0
250,A030520,0.022593031318453943,931,14810.0,13190.0
251,A052600,0.034142728173528064,702,5730.0,5500.0
252,A011500,0.011976996162162017,1262,19490.0,19600.0
253,A002390,0.01862030374755505,1031,15160.0,14390.0
254,A256150,3.776343914826872e-09,1994,7650.0,8960.0
255,A092460,0.011233010140996326,1291,6320.0,6980.0
256,A053690,0.07459470069298224,320,28950.0,33400.0
257,A042700,0.0006754865288685481,1894,26550.0,29200.0
258,A008930,0.03915740224864184,628,36150.0,34100.0
259,A128940,0.1180439122530931,196,292500.0,323000.0
260,A047080,0.02408005262431467,890,2990.0,2795.0
261,A009240,0.0011563514256642564,1843,45500.0,42300.0
262,A020000,0.0725167710330247,326,23100.0,23300.0
263,A105630,0.07908697821543943,298,15910.0,18450.0
264,A069640,0.00196688186108759,1790,3120.0,3065.0
265,A016450,0.007305382794797752,1457,4755.0,5010.0
266,A009180,22.034055078093882,1,2775.0,2735.0
267,A114810,0.012722459616358907,1228,8820.0,8840.0
268,A213500,0.059632586981351376,397,11180.0,11230.0
269,A014680,0.024552503724568277,875,231500.0,227500.0
270,A004710,0.033164587940934166,718,7410.0,8190.0
271,A004150,0.040348933511041546,607,3085.0,3165.0
272,A025750,0.040962992426272174,600,1075.0,1106.0
273,A226440,0.001199968000607791,1840,1530.0,1530.0
274,A042520,0.08009849761400903,289,13200.0,18760.0
275,A004960,0.01961994790407889,1005,8080.0,8490.0
276,A011700,9.105032846854114e-10,1998,5710.0,5920.0
277,A078350,0.006438710428826737,1503,14540.0,17300.0
278,A045100,0.010662795109190592,1320,15260.0,16300.0
279,A001750,0.016844728046534297,1107,8850.0,9130.0
280,A018880,0.043977670444594025,564,9380.0,9610.0
281,A009420,0.040865632540249205,602,22050.0,20900.0
282,A014130,0.02980034867857707,762,6150.0,6010.0
283,A024740,0.004782495366898114,1599,2895.0,2980.0
284,A005860,0.0481156875292983,508,6060.0,6680.0
285,A300720,0.15871527362987944,155,12870.0,12560.0
286,A002220,0.04322321219050527,571,3340.0,3195.0
287,A006390,0.028422706046804778,788,17290.0,17710.0
288,A003300,0.05029051756464501,490,11540.0,11950.0
289,A007770,1.2017506685077853e-07,1976,22550.0,21050.0
290,A051600,0.05120539502024653,474,34000.0,33850.0
291,A052690,0.008229141149512726,1407,66800.0,72700.0
292,A130660,8.339425312908768e-08,1980,7680.0,7640.0
293,A002320,0.047396843028422425,521,20000.0,19780.0
294,A003480,0.46122074270750335,59,3600.0,3775.0
295,A180640,0.09774510786871522,242,50800.0,49050.0
296,A005110,0.08421123985482519,270,719.0,677.0
297,A079170,0.08537676898372797,268,14300.0,14400.0
298,A009460,0.050729689512853206,482,1350.0,1350.0
299,A054920,0.06837567368834353,349,4330.0,4000.0
300,A002680,0.14950894562869144,162,1931.0,1990.0
301,A000880,0.007846446862174457,1426,30500.0,30800.0
302,A088350,0.015804705222005305,1136,2525.0,2615.0
303,A000370,0.11090769044602186,219,4365.0,4055.0
304,A009830,0.17815299441486637,146,44750.0,44900.0
305,A272210,0.09330767533373464,251,14080.0,14900.0
306,A012450,0.03141915021954426,737,106100.0,138800.0
307,A003530,0.07363210268155199,322,2730.0,2635.0
308,A195870,0.021770688357389906,949,50700.0,55600.0
309,A034810,0.0005170585608588927,1904,9400.0,9270.0
310,A076610,0.6689566856253473,41,502.0,471.0
311,A059270,0.013323084316844978,1212,7980.0,7370.0
312,A101530,0.03004678602695666,754,6000.0,6070.0
313,A220180,0.002864499545924726,1723,3800.0,4030.0
314,A143210,0.021990579509173755,943,3130.0,3230.0
315,A214180,0.002933490486769612,1718,12650.0,12430.0
316,A234340,0.00016511624063564545,1931,18430.0,18560.0
317,A084990,0.0020580257710075445,1783,8290.0,6800.0
318,A000720,0.07690343609114068,309,38300.0,39400.0
319,A170030,0.027446965244082522,810,8380.0,8830.0
320,A086280,0.03510883420540594,685,169000.0,188600.0
321,A064350,0.24737509955841008,103,30950.0,38500.0
322,A079430,0.051664239679300436,468,8110.0,9000.0
323,A012330,0.08170464992360917,282,223000.0,222000.0
324,A319400,5.42552010845693e-05,1943,4630.0,4545.0
325,A010620,0.039603909829097395,620,74600.0,84300.0
326,A048410,0.006847981602814564,1482,22150.0,29800.0
327,A052260,0.010230908655505778,1338,11980.0,12310.0
328,A069960,0.041726869866577185,589,51100.0,49100.0
329,A004560,0.08972115951901556,260,15750.0,16030.0
330,A004310,0.028081084379156792,799,4780.0,4235.0
331,A041440,1.071127532448642e-09,1997,7560.0,8170.0
332,A039010,0.00481945825272546,1598,7650.0,7400.0
333,A017800,0.021909567861807425,944,41850.0,43300.0
334,A307950,0.05126146623443231,473,126000.0,122700.0
335,A011210,0.057563703333039985,421,61400.0,61600.0
336,A090850,0.034678985638411826,693,6330.0,6830.0
337,A004020,0.18647538472364453,134,32600.0,33850.0
338,A005440,0.00513512565454549,1576,3610.0,3610.0
339,A005380,0.05794025016258787,419,200000.0,204000.0
340,A001500,0.056414388883943394,427,8960.0,8850.0
341,A011760,0.030000776989520608,755,18790.0,20600.0
342,A227840,0.037203472715655474,657,11210.0,11500.0
343,A126560,0.04109435283902324,598,3055.0,3130.0
344,A001450,0.2512143559225457,102,32800.0,30550.0
345,A057050,0.05113201090254135,475,46500.0,47150.0
346,A092300,0.012167188279596472,1254,5690.0,5240.0
347,A093240,0.010832137236732419,1309,1490.0,1537.0
348,A003010,0.02458689962277771,873,6200.0,6490.0
349,A111110,0.007237984720281285,1460,7800.0,8250.0
350,A008770,0.044550207012482156,556,77200.0,72900.0
351,A060560,0.05043177304503002,487,1320.0,1373.0
352,A064240,0.005055051888776422,1584,4880.0,7110.0
353,A039610,0.00041206968479875263,1908,6130.0,6450.0
354,A002460,0.06663352651999017,354,9860.0,10320.0
355,A378850,0.005966919884190209,1530,4370.0,4485.0
356,A241590,0.2745450205280132,92,7170.0,7860.0
357,A006060,0.05111834599359004,476,3670.0,3790.0
358,A013520,0.018978712702642998,1019,2190.0,2000.0
359,A010690,0.04727420312315767,523,16370.0,15930.0
360,A126640,0.009919934203004807,1348,1841.0,1961.0
361,A133820,0.008749454366710716,1392,2330.0,2440.0
362,A061250,0.004256685248943235,1635,2170.0,2060.0
363,A010660,0.031915364430730966,729,3980.0,4745.0
364,A000850,0.028092169587530424,798,37700.0,38950.0
365,A016580,0.07169804493867167,331,16070.0,14980.0
366,A032560,0.11088921114652098,220,7920.0,8570.0
367,A004800,0.01740566538156046,1073,65300.0,65000.0
368,A094280,0.039370970901620506,626,12880.0,13000.0
369,A097870,0.05821010971077649,418,8920.0,9000.0
370,A298040,0.024683891115669637,871,80000.0,102100.0
371,A298050,0.006382404216934646,1505,446500.0,473000.0
372,A298020,0.047858110997561404,516,380500.0,415000.0
373,A298000,0.045010930966464996,550,99500.0,102800.0
374,A093370,0.03366467369426812,713,13670.0,13240.0
375,A081660,0.03019937858636035,750,36350.0,38150.0
376,A005870,0.0629557489381492,372,6440.0,6630.0
377,A353190,0.0037320038189025684,1663,1330.0,1364.0
378,A192410,0.03458199994594383,695,665.0,671.0
379,A090710,0.012705301605325799,1230,2035.0,1976.0
380,A205470,0.6805071106208908,40,2910.0,2480.0
381,A115160,0.8011550510266963,33,3820.0,4220.0
382,A028080,0.1860914131039259,135,7410.0,8450.0
383,A032860,0.0027627086658640132,1731,3640.0,3640.0
384,A200670,0.010702598865305835,1319,31600.0,33300.0
385,A079980,0.00017931798846650086,1930,4640.0,4645.0
386,A065510,0.11773516648344955,200,17370.0,21500.0
387,A215090,0.0020525152650983673,1784,1505.0,1505.0
388,A005010,0.047992836358895265,513,6290.0,6150.0
389,A263920,0.026665401224461354,835,1362.0,1324.0
390,A243070,0.013361456469400868,1206,31900.0,31100.0
391,A084110,0.02011564905918525,988,20350.0,20650.0
392,A145020,0.003137737564685251,1702,108800.0,101700.0
393,A024060,0.007572879818670252,1441,5650.0,5550.0
394,A010240,0.0063187885057553175,1509,6340.0,6640.0
395,A189980,0.011924204702644523,1265,2980.0,3105.0
396,A000540,0.053966548097433654,448,3215.0,3155.0
397,A003280,0.0021757206157164907,1772,1352.0,2115.0
398,A037440,0.03365571134493001,714,9190.0,9300.0
399,A238490,0.0910882214987594,256,8340.0,7660.0
