,종목코드,final_return,순위,첫날종가,마지막날종가
137,A073560,1.6867581028451228,138,1871.0,2020.0
138,A256840,1.6757665154366594,139,3845.0,3430.0
139,A140410,1.6671023930483757,140,25000.0,29050.0
140,A011170,1.6630003395025188,141,166900.0,178900.0
141,A288330,1.65189723208896,142,8080.0,7200.0
142,A095910,1.650533612719702,143,2755.0,2745.0
143,A124560,1.6243370370542374,144,4445.0,4540.0
144,A006040,1.5600780197077766,145,45800.0,41500.0
145,A210980,1.5598639150352371,146,20700.0,22000.0
146,A117580,1.5246496152653355,147,8550.0,8450.0
147,A119650,1.4938821940940952,148,3240.0,2675.0
148,A024940,1.4729919830865128,149,6830.0,6280.0
149,A001380,1.4628105107043958,150,1410.0,1358.0
150,A090370,1.4446345575036266,151,2525.0,3220.0
151,A258830,1.431891122492356,152,2905.0,2145.0
152,A166480,1.4272127600153326,153,8070.0,8010.0
153,A000300,1.3969012671103733,154,881.0,1142.0
154,A363280,1.3962116424188187,155,10380.0,8720.0
155,A025880,1.3757363045343758,156,2760.0,2915.0
156,A032790,1.3644440925103614,157,2985.0,3155.0
157,A179290,1.3222315495242356,158,10390.0,10990.0
158,A088290,1.321551497714555,159,4095.0,4640.0
159,A290720,1.313231036212009,160,8480.0,8890.0
160,A009730,1.3007988186666406,161,4900.0,4885.0
161,A041440,1.2570745024920484,162,7560.0,8170.0
162,A234340,1.2523876807603538,163,18430.0,18560.0
163,A069640,1.23443464773799,164,3120.0,3065.0
164,A121600,1.231537173533877,165,133900.0,129300.0
165,A067290,1.206153180643006,166,3160.0,2960.0
166,A002380,1.1944053155063086,167,208500.0,206000.0
167,A317850,1.1927551840013129,168,14090.0,13790.0
168,A250060,1.183200489473598,169,2615.0,2480.0
169,A097870,1.1831682140779947,170,8920.0,9000.0
170,A008370,1.1783296412568323,171,4400.0,4500.0
171,A290520,1.155841023623086,172,6730.0,6010.0
172,A010950,1.1544640160779533,173,72200.0,70800.0
173,A263600,1.150109754112043,174,11770.0,11000.0
174,A001440,1.1117711019225947,175,14270.0,14950.0
175,A023960,1.1111710458008488,176,2270.0,2065.0
176,A005180,1.1020603059533598,177,48500.0,47000.0
177,A109080,1.1006217997002956,178,13040.0,12860.0
178,A299660,1.093540933696803,179,8420.0,7140.0
179,A256630,1.0843043926580238,180,2065.0,1990.0
180,A109960,1.0829214200519226,181,1650.0,1485.0
181,A037030,1.0827989672786043,182,3780.0,3670.0
182,A009450,1.0643634315201713,183,41000.0,45300.0
183,A072130,1.0277378631147736,184,4100.0,4725.0
184,A072870,1.020346045053374,185,11390.0,11340.0
185,A289080,1.008921486722519,186,2190.0,2125.0
186,A131100,0.9922889816551062,187,2520.0,2475.0
187,A058650,0.9860893972925411,188,112900.0,112300.0
188,A114450,0.9761061781143261,189,4070.0,3785.0
189,A050110,0.9741699832759168,190,1723.0,1701.0
190,A079980,0.9720764391975859,191,4640.0,4645.0
191,A066410,0.9699997728710736,192,1153.0,1153.0
192,A118990,0.9656893900238549,193,20750.0,19130.0
193,A054180,0.9500455010393212,194,1815.0,1646.0
194,A151910,0.9500051613383892,195,519.0,504.0
195,A024840,0.9477502373235662,196,1915.0,1890.0
196,A099520,0.9411672246249803,197,1284.0,1284.0
197,A093240,0.9297559906528519,198,1490.0,1537.0
198,A222810,0.9265294700613019,199,3130.0,3235.0
199,A045660,0.9186272042184722,200,9670.0,10340.0
200,A253450,3.523140765945787e-06,1801,64800.0,60400.0
201,A200230,3.4886505141695624e-06,1802,1139.0,1171.0
202,A058470,3.4781782351986863e-06,1803,129700.0,138500.0
203,A261200,3.451630481759692e-06,1804,10140.0,11250.0
204,A000270,3.4057726836726545e-06,1805,85900.0,83900.0
205,A308170,3.3995618680740025e-06,1806,15990.0,15610.0
206,A003350,3.3638969360280063e-06,1807,24050.0,24300.0
207,A001230,3.2777568726981995e-06,1808,9700.0,18210.0
208,A225530,3.2775288528109773e-06,1809,6500.0,6530.0
209,A011780,3.1708167541961303e-06,1810,126900.0,136400.0
210,A036810,3.1494421327500356e-06,1811,24350.0,22350.0
211,A007820,3.091742910983821e-06,1812,7000.0,6420.0
212,A033240,3.088151821066375e-06,1813,34400.0,33000.0
213,A200670,3.065340862036324e-06,1814,31600.0,33300.0
214,A027830,3.0602185006343003e-06,1815,2085.0,2000.0
215,A104700,3.0145077053484397e-06,1816,6460.0,6370.0
216,A267270,2.9449799118014645e-06,1817,59800.0,71500.0
217,A038950,2.938511467163322e-06,1818,5160.0,5060.0
218,A005300,2.9146099016694976e-06,1819,140000.0,132000.0
219,A335890,2.7872647495701276e-06,1820,6210.0,7290.0
220,A138080,2.722551422851401e-06,1821,16980.0,16310.0
221,A064960,2.6797527155866426e-06,1822,51400.0,52000.0
222,A103840,2.6750708359608553e-06,1823,3540.0,4200.0
223,A237880,2.6531191508718454e-06,1824,20300.0,21450.0
224,A079940,2.6491571190008872e-06,1825,11500.0,12810.0
225,A219420,2.5712116860258526e-06,1826,6900.0,6800.0
226,A028050,2.5216461608395116e-06,1827,28300.0,28050.0
227,A006390,2.497908290252583e-06,1828,17290.0,17710.0
228,A175140,2.4886641920032718e-06,1829,8080.0,9480.0
229,A052300,2.3801675763044874e-06,1830,423.0,406.0
230,A008700,2.3433978425138986e-06,1831,2150.0,2055.0
231,A347770,2.2926239308792245e-06,1832,14800.0,14870.0
232,A252990,2.2891336049115503e-06,1833,5160.0,5640.0
233,A036000,2.22660553556273e-06,1834,2045.0,2190.0
234,A246960,2.203993140327202e-06,1835,7680.0,7880.0
235,A097950,2.1924574738523523e-06,1836,310000.0,276500.0
236,A001040,2.1907718220119384e-06,1837,88600.0,74200.0
237,A111770,2.1411762772994814e-06,1838,44950.0,57800.0
238,A002990,2.1377942224632356e-06,1839,6350.0,6320.0
239,A215790,2.108926907263108e-06,1840,1339.0,1835.0
240,A018670,2.0946852367071428e-06,1841,125800.0,127600.0
241,A122310,2.0372711906799822e-06,1842,7630.0,7300.0
242,A148250,2.034574541251896e-06,1843,7730.0,7910.0
243,A044450,2.0105389943464965e-06,1844,8040.0,8550.0
244,A104480,2.003136421879357e-06,1845,2525.0,2345.0
245,A006650,1.998950472365593e-06,1846,135800.0,150700.0
246,A094480,1.918082328973227e-06,1847,5850.0,5860.0
247,A010120,1.882826156541951e-06,1848,63700.0,75000.0
248,A110790,1.8779521509754234e-06,1849,19200.0,18260.0
249,A251630,1.876239888204622e-06,1850,12300.0,13160.0
250,A020000,1.8550784172007227e-06,1851,23100.0,23300.0
251,A052900,1.8384859181959592e-06,1852,1519.0,1493.0
252,A126640,1.8316157185871838e-06,1853,1841.0,1961.0
253,A042520,1.8095067689953029e-06,1854,13200.0,18760.0
254,A082210,1.7974223485487652e-06,1855,3100.0,2980.0
255,A102460,1.719861554226292e-06,1856,17840.0,17540.0
256,A010130,1.694197431936911e-06,1857,480500.0,489000.0
257,A017900,1.688138838152847e-06,1858,2990.0,3290.0
258,A010960,1.6710373830599773e-06,1859,3690.0,3765.0
259,A081660,1.6390408253633975e-06,1860,36350.0,38150.0
260,A015230,1.5837580513424268e-06,1861,6830.0,7440.0
261,A123690,1.509233879661754e-06,1862,6830.0,6720.0
262,A084370,1.5068024727590681e-06,1863,31100.0,32900.0
263,A024900,1.4912573930100477e-06,1864,8770.0,8280.0
264,A115390,1.4327890525011423e-06,1865,5870.0,5800.0
265,A089790,1.4213780780315005e-06,1866,8570.0,8670.0
266,A065510,1.4121830732390745e-06,1867,17370.0,21500.0
267,A032750,1.3871986130998506e-06,1868,6400.0,6390.0
268,A072020,1.2829830858915168e-06,1869,11330.0,11500.0
269,A010100,1.2518212539111217e-06,1870,3610.0,3645.0
270,A173940,1.225543729043373e-06,1871,5850.0,7700.0
271,A086390,1.2246876100821387e-06,1872,14640.0,14650.0
272,A039610,1.2111726705011296e-06,1873,6130.0,6450.0
273,A015760,1.2018105177702858e-06,1874,19080.0,18580.0
274,A014680,1.1875217115798255e-06,1875,231500.0,227500.0
275,A071280,1.181869379855215e-06,1876,7860.0,7170.0
276,A035720,1.1755937864198663e-06,1877,56200.0,50500.0
277,A234690,1.164962255723098e-06,1878,7860.0,7500.0
278,A075180,1.1457661642114594e-06,1879,4555.0,4480.0
279,A038500,1.1446750129569766e-06,1880,3710.0,3480.0
280,A088910,1.14030578675282e-06,1881,2950.0,3130.0
281,A006890,1.118963607521113e-06,1882,13230.0,15050.0
282,A060370,1.0712778352294362e-06,1883,7090.0,8010.0
283,A045390,1.0264383511211434e-06,1884,3185.0,3790.0
284,A298020,1.0153805774734889e-06,1885,380500.0,415000.0
285,A001820,9.920326833476565e-07,1886,44350.0,45300.0
286,A001060,9.828491758778807e-07,1887,23150.0,22650.0
287,A097520,9.80184322171721e-07,1888,32550.0,31350.0
288,A036800,9.792367542712058e-07,1889,23050.0,23400.0
289,A025550,9.749469455340787e-07,1890,4350.0,4365.0
290,A053580,9.593018459306553e-07,1891,13200.0,12310.0
291,A039440,9.566547525246315e-07,1892,12470.0,16850.0
292,A214430,9.460355108846506e-07,1893,23300.0,27000.0
293,A017800,9.3978650081722e-07,1894,41850.0,43300.0
294,A274090,9.294834923714724e-07,1895,14760.0,15110.0
295,A003550,9.115279109665895e-07,1896,86000.0,88600.0
296,A009540,9.015941003802257e-07,1897,96200.0,120600.0
297,A045060,8.962732395642758e-07,1898,3345.0,3175.0
298,A019540,8.949987865065197e-07,1899,4055.0,3995.0
299,A001880,8.818589245756286e-07,1900,13660.0,13750.0
300,A144960,8.801360086901611e-07,1901,6040.0,6420.0
301,A119830,8.734408904363814e-07,1902,9940.0,10300.0
302,A096530,8.048546736641016e-07,1903,24300.0,22100.0
303,A228670,7.604460689484273e-07,1904,36250.0,37350.0
304,A057540,7.463812255556344e-07,1905,1437.0,1419.0
305,A051360,7.158608498086659e-07,1906,11650.0,13800.0
306,A011930,7.158517312108231e-07,1907,2045.0,2115.0
307,A095720,7.022996883499023e-07,1908,3020.0,2770.0
308,A185750,6.907675989663202e-07,1909,88100.0,83900.0
309,A067160,6.525630796863799e-07,1910,75200.0,74100.0
310,A096040,6.524774228835144e-07,1911,271.0,271.0
311,A049430,6.50991587324865e-07,1912,9650.0,9410.0
312,A000650,6.303068817512221e-07,1913,53200.0,51800.0
313,A348150,6.148652670492355e-07,1914,12270.0,10680.0
314,A083790,6.030452963076942e-07,1915,5510.0,4700.0
315,A036540,5.98577989422133e-07,1916,5690.0,5630.0
316,A011070,5.97650871935161e-07,1917,307000.0,307000.0
317,A078340,5.914179673881211e-07,1918,66600.0,68800.0
318,A241790,5.811780040147917e-07,1919,15290.0,16640.0
319,A033130,5.784391840590469e-07,1920,2125.0,2170.0
320,A007570,5.411121321549484e-07,1921,17570.0,17370.0
321,A010690,5.342220326412494e-07,1922,16370.0,15930.0
322,A006730,5.18761886396015e-07,1923,7610.0,7450.0
323,A069080,5.187136089899479e-07,1924,14950.0,14560.0
324,A067920,5.170744777704872e-07,1925,6490.0,7030.0
325,A002630,5.153374621364324e-07,1926,689.0,728.0
326,A011760,5.118849736792472e-07,1927,18790.0,20600.0
327,A039490,5.092622204591148e-07,1928,93800.0,91200.0
328,A323280,5.040317108899616e-07,1929,2140.0,2730.0
329,A092040,5.008482759774216e-07,1930,19350.0,18740.0
330,A099320,4.7659027511879743e-07,1931,33100.0,33400.0
331,A122990,4.5598964118360653e-07,1932,7210.0,7250.0
332,A078590,4.4326713221907284e-07,1933,2380.0,2380.0
333,A064290,4.192168532754325e-07,1934,20050.0,25050.0
334,A021240,3.83426238212353e-07,1935,48150.0,44050.0
335,A060310,3.8245346390013434e-07,1936,3020.0,2985.0
336,A036170,3.6976311517299067e-07,1937,1252.0,1331.0
337,A284740,3.587773859802002e-07,1938,24900.0,23200.0
338,A048870,3.536292814847947e-07,1939,2430.0,2420.0
339,A267790,3.50106127505154e-07,1940,7690.0,8730.0
340,A009150,3.3505706537801723e-07,1941,147500.0,144000.0
341,A027050,3.152511033900942e-07,1942,2955.0,2980.0
342,A265740,2.9033299094470667e-07,1943,8430.0,9210.0
343,A002600,2.836137837661084e-07,1944,204000.0,203000.0
344,A045970,2.5263342244436236e-07,1945,9800.0,9930.0
345,A006400,2.525596454606261e-07,1946,718000.0,695000.0
346,A148150,2.4413953154307894e-07,1947,18390.0,18670.0
347,A215000,2.2719380793518857e-07,1948,112100.0,113300.0
348,A030530,2.222255703236297e-07,1949,3760.0,3680.0
349,A208140,2.0551509520886038e-07,1950,2470.0,2550.0
350,A326030,1.8387849015128086e-07,1951,73500.0,85800.0
351,A226320,1.7801151449338725e-07,1952,15070.0,15450.0
352,A263690,1.6611873418722644e-07,1953,10410.0,10690.0
353,A042500,1.6308835082804317e-07,1954,4890.0,4765.0
354,A143240,1.5207214880270485e-07,1955,21150.0,20050.0
355,A065950,1.5011377781398945e-07,1956,2985.0,3040.0
356,A044340,1.49036959617294e-07,1957,11330.0,12340.0
357,A040160,1.4793236740741344e-07,1958,6510.0,6140.0
358,A061040,1.4555710172808716e-07,1959,4325.0,4315.0
359,A086450,1.3155760209594255e-07,1960,15520.0,14810.0
360,A030520,1.307824347666312e-07,1961,14810.0,13190.0
361,A153490,1.288840362885712e-07,1962,1207.0,1205.0
362,A000640,1.2757470511078055e-07,1963,83500.0,87600.0
363,A140070,1.2132979294145926e-07,1964,4460.0,4425.0
364,A034810,1.192783193972587e-07,1965,9400.0,9270.0
365,A240810,1.161176683473296e-07,1966,32250.0,31550.0
366,A086710,1.1512771645852592e-07,1967,8410.0,9040.0
367,A123860,1.0971277494576844e-07,1968,19980.0,20600.0
368,A105840,1.0947067734877485e-07,1969,9000.0,9640.0
369,A145020,9.745153970241517e-08,1970,108800.0,101700.0
370,A014530,9.693483008930606e-08,1971,3640.0,3605.0
371,A192080,8.962605298160938e-08,1972,44450.0,42300.0
372,A123700,8.655710147995225e-08,1973,5320.0,4850.0
373,A018260,8.490933006780719e-08,1974,124300.0,124600.0
374,A161390,8.346737900697411e-08,1975,34500.0,34200.0
375,A102710,7.829076661381436e-08,1976,22550.0,23600.0
376,A060150,7.71495528822833e-08,1977,8510.0,8770.0
377,A006370,7.502077037309413e-08,1978,10150.0,12350.0
378,A272210,6.51747436179086e-08,1979,14080.0,14900.0
379,A119610,6.429707342648715e-08,1980,34700.0,36500.0
380,A083310,6.140705945926463e-08,1981,16720.0,16640.0
381,A077500,4.911728572549947e-08,1982,11130.0,10250.0
382,A041830,4.6462681184574407e-08,1983,26700.0,29350.0
383,A222040,4.2293022846423964e-08,1984,5280.0,5570.0
384,A007280,4.22692171541503e-08,1985,2010.0,2000.0
385,A047310,4.1764888872432594e-08,1986,6680.0,6520.0
386,A047810,3.341194318609905e-08,1987,51500.0,54400.0
387,A215360,3.247432191067939e-08,1988,16980.0,19510.0
388,A043150,2.593139049998501e-08,1989,34250.0,35800.0
389,A355150,1.20801639786378e-08,1990,3340.0,3105.0
390,A236200,1.075801148078007e-08,1991,23300.0,22950.0
391,A090850,6.708560885294748e-09,1992,6330.0,6830.0
392,A348350,1.6823393238867996e-09,1993,12650.0,17950.0
393,A012330,1.396709030238979e-09,1994,223000.0,222000.0
394,A034590,1.1670939819991689e-09,1995,26000.0,25750.0
395,A007720,3.7788330732385054e-10,1996,693.0,689.0
396,A012610,2.9677423280311686e-10,1997,4810.0,4715.0
397,A316140,6.735773876914653e-16,1998,11980.0,11880.0
398,A004840,0.0,1999,4970.0,5290.0
399,A007590,0.0,2000,6670.0,6650.0
